session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level,created_at,session_duration_min,completion_rate
S098936,U2204,M088,2024-03-17,141,96.8,Desktop,HD,2025-09-17 01:06:31.876156,141,0.968
S050435,U1132,S059,2024-05-18,27,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,27,1.0
S032542,U0733,S014,2024-04-29,36,60.4,Smart Tv,4K,2025-09-17 01:06:31.876156,36,0.604
S164178,U3680,M103,2024-04-01,128,82.1,Smart Tv,SD,2025-09-17 01:06:31.876156,128,0.821
S221623,U4974,S085,2024-08-02,21,82.6,Tablet,HD,2025-09-17 01:06:31.876156,21,0.826
S125892,U2812,M145,2024-06-07,142,85.7,Smart Tv,SD,2025-09-17 01:06:31.876156,142,0.857
S006419,U0148,M034,2024-06-13,143,95.4,Mobile,SD,2025-09-17 01:06:31.876156,143,0.9540000000000001
S150567,U3377,M012,2024-05-03,68,65.6,Smart Tv,4K,2025-09-17 01:06:31.876156,68,0.6559999999999999
S069141,U1537,S085,2024-07-31,22,88.0,Tablet,4K,2025-09-17 01:06:31.876156,22,0.88
S032632,U0735,M164,2024-03-19,105,77.3,Smart Tv,4K,2025-09-17 01:06:31.876156,105,0.773
S155584,U3482,M118,2024-07-02,100,81.8,Smart Tv,HD,2025-09-17 01:06:31.876156,100,0.818
S183066,U4116,M014,2024-05-07,119,97.9,Smart Tv,SD,2025-09-17 01:06:31.876156,119,0.9790000000000001
S149936,U3361,S059,2024-07-27,27,100.0,Mobile,HD,2025-09-17 01:06:31.876156,27,1.0
S121952,U2728,M017,2024-05-21,95,98.1,Mobile,HD,2025-09-17 01:06:31.876156,95,0.981
S219844,U4932,M152,2024-08-08,23,15.6,Desktop,HD,2025-09-17 01:06:31.876156,23,0.156
S033448,U0755,M064,2024-01-20,89,79.1,Smart Tv,SD,2025-09-17 01:06:31.876156,89,0.7909999999999999
S046519,U1045,S077,2024-04-14,4,20.3,Tablet,4K,2025-09-17 01:06:31.876156,4,0.203
S189858,U4268,S002,2024-02-17,20,100.0,Desktop,HD,2025-09-17 01:06:31.876156,20,1.0
S089825,U1999,M051,2024-08-27,142,91.9,Smart Tv,4K,2025-09-17 01:06:31.876156,142,0.919
S045215,U1015,S054,2024-02-28,37,67.7,Smart Tv,4K,2025-09-17 01:06:31.876156,37,0.677
S116670,U2608,M194,2024-08-09,62,59.2,Mobile,4K,2025-09-17 01:06:31.876156,62,0.5920000000000001
S075656,U1688,M015,2024-03-19,84,47.9,Smart Tv,4K,2025-09-17 01:06:31.876156,84,0.479
S179799,U4041,M031,2024-04-16,87,84.5,Smart Tv,4K,2025-09-17 01:06:31.876156,87,0.845
S068566,U1527,M098,2024-02-05,67,47.7,Mobile,SD,2025-09-17 01:06:31.876156,67,0.47700000000000004
S160226,U3586,S062,2024-08-05,35,66.3,Smart Tv,SD,2025-09-17 01:06:31.876156,35,0.6629999999999999
S064332,U1444,S024,2024-08-21,42,88.7,Smart Tv,SD,2025-09-17 01:06:31.876156,42,0.887
S134880,U3019,S034,2024-03-16,27,100.0,Gaming Console,4K,2025-09-17 01:06:31.876156,27,1.0
S097493,U2176,M177,2024-08-23,100,60.1,Smart Tv,4K,2025-09-17 01:06:31.876156,100,0.601
S158365,U3544,M187,2024-05-09,71,45.8,Smart Tv,SD,2025-09-17 01:06:31.876156,71,0.45799999999999996
S146690,U3288,M052,2024-08-23,101,84.5,Desktop,4K,2025-09-17 01:06:31.876156,101,0.845
S134350,U3003,M011,2024-08-20,66,82.3,Smart Tv,SD,2025-09-17 01:06:31.876156,66,0.823
S098661,U2199,S052,2024-01-21,7,14.3,Tablet,HD,2025-09-17 01:06:31.876156,7,0.14300000000000002
S043523,U0973,M121,2024-04-25,88,57.5,Desktop,HD,2025-09-17 01:06:31.876156,88,0.575
S208487,U4677,S085,2024-07-20,26,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,26,1.0
S150497,U3376,M089,2024-04-26,94,88.2,Mobile,HD,2025-09-17 01:06:31.876156,94,0.882
S090519,U2015,M189,2024-05-08,71,80.6,Gaming Console,4K,2025-09-17 01:06:31.876156,71,0.8059999999999999
S156980,U3512,S069,2024-03-29,25,51.1,Smart Tv,HD,2025-09-17 01:06:31.876156,25,0.511
S030149,U0681,M057,2024-03-17,149,100.0,Mobile,HD,2025-09-17 01:06:31.876156,149,1.0
S106884,U2386,S078,2024-05-15,22,91.7,Desktop,HD,2025-09-17 01:06:31.876156,22,0.917
S118813,U2660,S092,2024-03-14,24,41.6,Smart Tv,4K,2025-09-17 01:06:31.876156,24,0.41600000000000004
S128761,U2881,S078,2024-06-20,24,96.7,Mobile,SD,2025-09-17 01:06:31.876156,24,0.9670000000000001
S161665,U3621,S012,2024-07-25,33,98.3,Mobile,SD,2025-09-17 01:06:31.876156,33,0.983
S107589,U2402,M143,2024-03-02,148,97.7,Mobile,SD,2025-09-17 01:06:31.876156,148,0.977
S126308,U2824,M068,2024-02-14,160,94.9,Tablet,HD,2025-09-17 01:06:31.876156,160,0.9490000000000001
S136213,U3052,S084,2024-03-01,9,17.8,Mobile,4K,2025-09-17 01:06:31.876156,9,0.17800000000000002
S145956,U3274,M119,2024-05-30,128,93.4,Desktop,4K,2025-09-17 01:06:31.876156,128,0.934
S072987,U1627,S073,2024-08-02,29,59.7,Smart Tv,4K,2025-09-17 01:06:31.876156,29,0.597
S009589,U0226,M055,2024-07-15,135,95.2,Smart Tv,SD,2025-09-17 01:06:31.876156,135,0.9520000000000001
S039383,U0876,M126,2024-01-31,102,91.3,Gaming Console,HD,2025-09-17 01:06:31.876156,102,0.9129999999999999
S199037,U4474,S066,2024-01-14,20,58.8,Smart Tv,HD,2025-09-17 01:06:31.876156,20,0.588
S148651,U3332,M141,2024-04-08,132,90.0,Mobile,SD,2025-09-17 01:06:31.876156,132,0.9
S029344,U0662,M154,2024-07-03,57,71.5,Tablet,HD,2025-09-17 01:06:31.876156,57,0.715
S161350,U3612,S025,2024-05-02,31,88.4,Smart Tv,SD,2025-09-17 01:06:31.876156,31,0.884
S175524,U3936,M074,2024-07-13,134,92.0,Tablet,4K,2025-09-17 01:06:31.876156,134,0.92
S190956,U4294,M095,2024-08-26,110,84.0,Smart Tv,HD,2025-09-17 01:06:31.876156,110,0.84
S001123,U0029,M068,2024-07-22,136,81.0,Mobile,HD,2025-09-17 01:06:31.876156,136,0.81
S141647,U3177,S062,2024-02-28,31,58.0,Desktop,HD,2025-09-17 01:06:31.876156,31,0.58
S006380,U0148,M011,2024-03-06,79,97.9,Smart Tv,HD,2025-09-17 01:06:31.876156,79,0.9790000000000001
S032076,U0724,S052,2024-08-27,46,83.8,Smart Tv,HD,2025-09-17 01:06:31.876156,46,0.838
S180254,U4051,S061,2024-04-01,27,55.1,Smart Tv,HD,2025-09-17 01:06:31.876156,27,0.551
S033132,U0745,M072,2024-05-29,103,82.7,Tablet,4K,2025-09-17 01:06:31.876156,103,0.8270000000000001
S006099,U0142,M046,2024-08-27,82,56.4,Smart Tv,HD,2025-09-17 01:06:31.876156,82,0.564
S016307,U0373,M200,2024-03-08,101,83.3,Mobile,SD,2025-09-17 01:06:31.876156,101,0.833
S068300,U1521,M133,2024-06-07,117,95.3,Smart Tv,SD,2025-09-17 01:06:31.876156,117,0.953
S102431,U2292,M037,2024-04-24,55,62.0,Mobile,SD,2025-09-17 01:06:31.876156,55,0.62
S084875,U1900,M160,2024-05-10,80,50.6,Smart Tv,SD,2025-09-17 01:06:31.876156,80,0.506
S115110,U2575,M093,2024-08-06,61,70.2,Smart Tv,HD,2025-09-17 01:06:31.876156,61,0.7020000000000001
S063207,U1418,M028,2024-02-11,119,68.4,Smart Tv,HD,2025-09-17 01:06:31.876156,119,0.684
S078936,U1762,M162,2024-01-02,79,68.9,Smart Tv,SD,2025-09-17 01:06:31.876156,79,0.6890000000000001
S025244,U0574,M152,2024-07-07,113,74.3,Mobile,4K,2025-09-17 01:06:31.876156,113,0.743
S082172,U1835,M131,2024-06-22,167,94.6,Mobile,HD,2025-09-17 01:06:31.876156,167,0.946
S191673,U4309,S061,2024-07-26,22,45.0,Smart Tv,HD,2025-09-17 01:06:31.876156,22,0.45
S092668,U2058,M001,2024-01-31,108,60.7,Mobile,HD,2025-09-17 01:06:31.876156,108,0.607
S029159,U0657,M070,2024-02-27,89,52.5,Tablet,4K,2025-09-17 01:06:31.876156,89,0.525
S201121,U4519,M111,2024-08-10,97,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,97,1.0
S199315,U4481,M099,2024-01-17,105,66.1,Mobile,HD,2025-09-17 01:06:31.876156,105,0.6609999999999999
S160518,U3592,M085,2024-08-23,83,55.7,Smart Tv,HD,2025-09-17 01:06:31.876156,83,0.557
S012510,U0290,M132,2024-08-20,97,91.7,Smart Tv,4K,2025-09-17 01:06:31.876156,97,0.917
S039636,U0881,S057,2024-08-19,22,99.1,Mobile,HD,2025-09-17 01:06:31.876156,22,0.991
S162475,U3645,M021,2024-03-08,125,84.7,Smart Tv,HD,2025-09-17 01:06:31.876156,125,0.847
S074587,U1663,M109,2024-02-05,77,54.5,Mobile,SD,2025-09-17 01:06:31.876156,77,0.545
S099903,U2229,M177,2024-05-09,116,69.8,Tablet,4K,2025-09-17 01:06:31.876156,116,0.698
S048690,U1094,M023,2024-01-05,85,58.0,Mobile,4K,2025-09-17 01:06:31.876156,85,0.58
S028386,U0638,M025,2024-08-19,134,82.8,Desktop,SD,2025-09-17 01:06:31.876156,134,0.828
S084092,U1885,M005,2024-04-03,141,83.9,Mobile,SD,2025-09-17 01:06:31.876156,141,0.8390000000000001
S009221,U0213,S096,2024-08-23,31,51.7,Smart Tv,SD,2025-09-17 01:06:31.876156,31,0.517
S042402,U0944,M009,2024-01-21,90,100.0,Gaming Console,4K,2025-09-17 01:06:31.876156,90,1.0
S069300,U1540,M044,2024-03-03,77,58.1,Mobile,HD,2025-09-17 01:06:31.876156,77,0.581
S086883,U1939,S083,2024-08-01,45,86.7,Smart Tv,HD,2025-09-17 01:06:31.876156,45,0.867
S147055,U3296,S055,2024-01-25,54,92.5,Smart Tv,HD,2025-09-17 01:06:31.876156,54,0.925
S121581,U2718,S100,2024-03-10,16,42.5,Tablet,4K,2025-09-17 01:06:31.876156,16,0.425
S072860,U1623,M080,2024-07-01,80,80.9,Smart Tv,4K,2025-09-17 01:06:31.876156,80,0.809
S052647,U1182,M031,2024-01-27,104,100.0,Tablet,4K,2025-09-17 01:06:31.876156,104,1.0
S143476,U3218,M062,2024-04-26,49,36.2,Desktop,SD,2025-09-17 01:06:31.876156,49,0.36200000000000004
S213124,U4775,S052,2024-04-14,55,100.0,Mobile,4K,2025-09-17 01:06:31.876156,55,1.0
S166635,U3737,M059,2024-01-10,114,78.2,Mobile,SD,2025-09-17 01:06:31.876156,114,0.782
S154251,U3456,M190,2024-03-31,118,100.0,Tablet,HD,2025-09-17 01:06:31.876156,118,1.0
S144783,U3246,S066,2024-08-02,21,62.7,Smart Tv,4K,2025-09-17 01:06:31.876156,21,0.627
S164298,U3682,M169,2024-02-21,99,63.5,Gaming Console,HD,2025-09-17 01:06:31.876156,99,0.635
S098543,U2197,S034,2024-03-11,15,55.8,Smart Tv,HD,2025-09-17 01:06:31.876156,15,0.5579999999999999
S071064,U1579,M014,2024-01-04,115,95.0,Smart Tv,4K,2025-09-17 01:06:31.876156,115,0.95
S004299,U0102,M057,2024-07-26,124,83.7,Desktop,4K,2025-09-17 01:06:31.876156,124,0.8370000000000001
S204226,U4589,M111,2024-06-26,93,96.4,Smart Tv,4K,2025-09-17 01:06:31.876156,93,0.9640000000000001
S033363,U0754,S047,2024-02-14,13,22.8,Desktop,HD,2025-09-17 01:06:31.876156,13,0.228
S017643,U0398,M008,2024-04-04,115,74.7,Smart Tv,SD,2025-09-17 01:06:31.876156,115,0.747
S141226,U3169,M014,2024-02-05,101,83.2,Tablet,4K,2025-09-17 01:06:31.876156,101,0.8320000000000001
S111063,U2482,M132,2024-02-06,90,85.2,Smart Tv,HD,2025-09-17 01:06:31.876156,90,0.852
S137080,U3070,M179,2024-08-07,159,91.2,Tablet,HD,2025-09-17 01:06:31.876156,159,0.912
S129602,U2896,M153,2024-07-22,150,84.1,Mobile,HD,2025-09-17 01:06:31.876156,150,0.841
S202997,U4562,M169,2024-07-11,47,30.4,Mobile,SD,2025-09-17 01:06:31.876156,47,0.304
S209311,U4690,S080,2024-08-16,14,42.5,Mobile,SD,2025-09-17 01:06:31.876156,14,0.425
S004302,U0102,S005,2024-08-02,23,81.9,Mobile,SD,2025-09-17 01:06:31.876156,23,0.8190000000000001
S008346,U0193,M177,2024-01-03,151,91.0,Desktop,4K,2025-09-17 01:06:31.876156,151,0.91
S146454,U3282,M159,2024-03-20,72,75.2,Mobile,SD,2025-09-17 01:06:31.876156,72,0.752
S113302,U2530,M024,2024-03-27,130,81.8,Tablet,SD,2025-09-17 01:06:31.876156,130,0.818
S156983,U3512,M139,2024-06-16,129,100.0,Gaming Console,SD,2025-09-17 01:06:31.876156,129,1.0
S074357,U1659,M152,2024-01-06,108,71.2,Mobile,HD,2025-09-17 01:06:31.876156,108,0.7120000000000001
S187268,U4211,M134,2024-05-11,133,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,133,1.0
S079382,U1772,M170,2024-04-11,107,86.2,Tablet,4K,2025-09-17 01:06:31.876156,107,0.862
S054270,U1223,M013,2024-04-06,151,85.3,Smart Tv,4K,2025-09-17 01:06:31.876156,151,0.853
S217511,U4873,M182,2024-02-02,178,99.4,Desktop,SD,2025-09-17 01:06:31.876156,178,0.9940000000000001
S095200,U2120,M125,2024-06-22,131,80.4,Desktop,4K,2025-09-17 01:06:31.876156,131,0.804
S192134,U4320,S024,2024-07-31,45,94.7,Mobile,HD,2025-09-17 01:06:31.876156,45,0.9470000000000001
S023659,U0538,M178,2024-07-17,140,83.3,Mobile,HD,2025-09-17 01:06:31.876156,140,0.833
S216253,U4845,M021,2024-01-20,148,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,148,1.0
S006227,U0145,M186,2024-04-17,124,81.1,Smart Tv,HD,2025-09-17 01:06:31.876156,124,0.8109999999999999
S209149,U4686,S065,2024-04-16,33,77.0,Smart Tv,HD,2025-09-17 01:06:31.876156,33,0.77
S047834,U1074,M085,2024-03-06,135,90.0,Smart Tv,SD,2025-09-17 01:06:31.876156,135,0.9
S004623,U0108,S027,2024-04-27,34,69.9,Mobile,SD,2025-09-17 01:06:31.876156,34,0.6990000000000001
S057843,U1302,M077,2024-05-17,91,91.0,Smart Tv,SD,2025-09-17 01:06:31.876156,91,0.91
S167734,U3762,M114,2024-04-10,153,99.9,Desktop,4K,2025-09-17 01:06:31.876156,153,0.9990000000000001
S203033,U4563,S002,2024-04-10,17,87.3,Smart Tv,SD,2025-09-17 01:06:31.876156,17,0.873
S168771,U3788,M061,2024-01-28,99,100.0,Mobile,HD,2025-09-17 01:06:31.876156,99,1.0
S217414,U4869,M005,2024-04-03,120,71.1,Smart Tv,SD,2025-09-17 01:06:31.876156,120,0.711
S185344,U4167,M119,2024-07-31,119,86.9,Desktop,4K,2025-09-17 01:06:31.876156,119,0.8690000000000001
S192743,U4333,M064,2024-04-26,106,94.2,Smart Tv,SD,2025-09-17 01:06:31.876156,106,0.9420000000000001
S104194,U2333,M055,2024-02-10,142,100.0,Mobile,HD,2025-09-17 01:06:31.876156,142,1.0
S060409,U1359,M178,2024-07-04,117,69.7,Mobile,SD,2025-09-17 01:06:31.876156,117,0.6970000000000001
S086457,U1930,S079,2024-03-13,38,83.5,Mobile,HD,2025-09-17 01:06:31.876156,38,0.835
S038500,U0856,M195,2024-05-21,58,58.0,Smart Tv,HD,2025-09-17 01:06:31.876156,58,0.58
S202028,U4541,M196,2024-08-19,97,96.4,Smart Tv,SD,2025-09-17 01:06:31.876156,97,0.9640000000000001
S037514,U0836,S044,2024-01-01,45,97.9,Mobile,SD,2025-09-17 01:06:31.876156,45,0.9790000000000001
S221983,U4985,M085,2024-05-31,105,70.2,Tablet,SD,2025-09-17 01:06:31.876156,105,0.7020000000000001
S183738,U4134,M061,2024-07-12,79,80.3,Smart Tv,HD,2025-09-17 01:06:31.876156,79,0.8029999999999999
S165643,U3709,S039,2024-05-15,33,65.1,Smart Tv,HD,2025-09-17 01:06:31.876156,33,0.6509999999999999
S119300,U2669,M131,2024-05-19,49,27.8,Smart Tv,HD,2025-09-17 01:06:31.876156,49,0.278
S141164,U3167,M085,2024-06-13,134,90.0,Mobile,SD,2025-09-17 01:06:31.876156,134,0.9
S153288,U3435,M191,2024-02-18,138,100.0,Mobile,HD,2025-09-17 01:06:31.876156,138,1.0
S100088,U2233,M029,2024-04-28,123,100.0,Tablet,HD,2025-09-17 01:06:31.876156,123,1.0
S201264,U4523,S093,2024-02-17,45,96.4,Tablet,SD,2025-09-17 01:06:31.876156,45,0.9640000000000001
S167758,U3763,M194,2024-07-27,95,91.0,Desktop,SD,2025-09-17 01:06:31.876156,95,0.91
S178632,U4010,M189,2024-08-23,51,58.3,Tablet,HD,2025-09-17 01:06:31.876156,51,0.583
S179622,U4035,S024,2024-03-02,48,100.0,Mobile,SD,2025-09-17 01:06:31.876156,48,1.0
S157815,U3528,S069,2024-04-02,46,94.2,Desktop,HD,2025-09-17 01:06:31.876156,46,0.9420000000000001
S204745,U4598,M183,2024-08-26,19,22.3,Mobile,HD,2025-09-17 01:06:31.876156,19,0.223
S202854,U4558,S013,2024-02-25,42,82.6,Mobile,SD,2025-09-17 01:06:31.876156,42,0.826
S217251,U4866,M085,2024-01-31,143,95.5,Mobile,4K,2025-09-17 01:06:31.876156,143,0.955
S055355,U1245,S090,2024-07-26,43,88.3,Mobile,SD,2025-09-17 01:06:31.876156,43,0.883
S166690,U3739,S044,2024-07-22,4,10.7,Smart Tv,SD,2025-09-17 01:06:31.876156,4,0.107
S159700,U3570,M111,2024-05-17,60,62.7,Tablet,HD,2025-09-17 01:06:31.876156,60,0.627
S040164,U0892,M041,2024-05-25,117,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,117,1.0
S022075,U0499,S035,2024-07-14,34,70.0,Smart Tv,SD,2025-09-17 01:06:31.876156,34,0.7
S007617,U0174,M119,2024-07-01,109,79.5,Tablet,SD,2025-09-17 01:06:31.876156,109,0.795
S205293,U4607,M195,2024-01-01,89,88.9,Smart Tv,4K,2025-09-17 01:06:31.876156,89,0.889
S096026,U2139,M142,2024-03-08,115,67.7,Smart Tv,HD,2025-09-17 01:06:31.876156,115,0.677
S217699,U4876,S045,2024-03-01,20,84.5,Smart Tv,4K,2025-09-17 01:06:31.876156,20,0.845
S127272,U2846,S065,2024-04-25,17,38.7,Smart Tv,SD,2025-09-17 01:06:31.876156,17,0.387
S022930,U0517,M187,2024-08-09,96,62.1,Mobile,HD,2025-09-17 01:06:31.876156,96,0.621
S172295,U3866,M185,2024-03-16,110,75.9,Desktop,HD,2025-09-17 01:06:31.876156,110,0.759
S035366,U0796,M087,2024-02-10,37,26.9,Smart Tv,HD,2025-09-17 01:06:31.876156,37,0.26899999999999996
S120084,U2685,M003,2024-05-23,44,44.1,Gaming Console,HD,2025-09-17 01:06:31.876156,44,0.441
S174915,U3923,S026,2024-05-16,43,74.0,Smart Tv,HD,2025-09-17 01:06:31.876156,43,0.74
S162682,U3650,M024,2024-06-11,144,90.8,Smart Tv,HD,2025-09-17 01:06:31.876156,144,0.9079999999999999
S206991,U4647,M007,2024-06-06,132,97.1,Desktop,HD,2025-09-17 01:06:31.876156,132,0.971
S036592,U0820,M071,2024-03-16,102,100.0,Tablet,SD,2025-09-17 01:06:31.876156,102,1.0
S178831,U4017,M087,2024-02-26,37,27.0,Mobile,4K,2025-09-17 01:06:31.876156,37,0.27
S215210,U4820,S085,2024-07-20,26,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,26,1.0
S148946,U3339,M112,2024-03-09,167,100.0,Mobile,HD,2025-09-17 01:06:31.876156,167,1.0
S212581,U4760,S060,2024-02-05,30,75.0,Mobile,HD,2025-09-17 01:06:31.876156,30,0.75
S035636,U0801,S098,2024-08-22,32,57.2,Smart Tv,SD,2025-09-17 01:06:31.876156,32,0.5720000000000001
S206610,U4637,S098,2024-04-07,57,100.0,Tablet,4K,2025-09-17 01:06:31.876156,57,1.0
S087316,U1945,M046,2024-05-04,126,86.2,Mobile,HD,2025-09-17 01:06:31.876156,126,0.862
S028117,U0633,S009,2024-05-06,34,90.8,Desktop,HD,2025-09-17 01:06:31.876156,34,0.9079999999999999
S150473,U3375,M188,2024-06-09,64,56.8,Smart Tv,HD,2025-09-17 01:06:31.876156,64,0.568
S015885,U0364,S006,2024-03-05,18,62.0,Mobile,HD,2025-09-17 01:06:31.876156,18,0.62
S135823,U3045,S092,2024-03-28,30,52.2,Gaming Console,SD,2025-09-17 01:06:31.876156,30,0.522
S059195,U1334,S006,2024-07-16,15,51.5,Smart Tv,HD,2025-09-17 01:06:31.876156,15,0.515
S105096,U2351,M112,2024-03-26,150,90.1,Smart Tv,4K,2025-09-17 01:06:31.876156,150,0.9009999999999999
S148372,U3326,S031,2024-04-26,54,92.2,Smart Tv,SD,2025-09-17 01:06:31.876156,54,0.922
S194778,U4379,S022,2024-07-14,37,100.0,Gaming Console,4K,2025-09-17 01:06:31.876156,37,1.0
S122214,U2732,S034,2024-07-22,14,54.6,Smart Tv,4K,2025-09-17 01:06:31.876156,14,0.546
S101894,U2277,M176,2024-02-03,163,100.0,Desktop,4K,2025-09-17 01:06:31.876156,163,1.0
S121950,U2728,M193,2024-05-09,68,76.2,Tablet,4K,2025-09-17 01:06:31.876156,68,0.762
S118635,U2657,S085,2024-03-18,25,97.1,Smart Tv,4K,2025-09-17 01:06:31.876156,25,0.971
S183803,U4135,S071,2024-02-28,32,87.3,Mobile,HD,2025-09-17 01:06:31.876156,32,0.873
S186810,U4201,M145,2024-05-27,165,99.8,Tablet,4K,2025-09-17 01:06:31.876156,165,0.998
S171310,U3844,M009,2024-08-01,89,99.2,Smart Tv,4K,2025-09-17 01:06:31.876156,89,0.992
S194876,U4381,M191,2024-01-14,138,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,138,1.0
S048959,U1101,M189,2024-08-02,57,64.9,Smart Tv,4K,2025-09-17 01:06:31.876156,57,0.649
S000306,U0009,M136,2024-05-23,15,15.2,Mobile,SD,2025-09-17 01:06:31.876156,15,0.152
S042923,U0958,M079,2024-05-05,117,75.1,Smart Tv,HD,2025-09-17 01:06:31.876156,117,0.7509999999999999
S016104,U0368,M022,2024-03-18,136,92.5,Desktop,HD,2025-09-17 01:06:31.876156,136,0.925
S094081,U2089,S046,2024-06-01,13,66.1,Desktop,HD,2025-09-17 01:06:31.876156,13,0.6609999999999999
S163430,U3665,M126,2024-04-30,77,69.4,Smart Tv,4K,2025-09-17 01:06:31.876156,77,0.6940000000000001
S060635,U1364,M145,2024-05-26,115,69.3,Tablet,4K,2025-09-17 01:06:31.876156,115,0.693
S146565,U3286,M151,2024-05-20,126,86.3,Mobile,HD,2025-09-17 01:06:31.876156,126,0.863
S127822,U2859,M196,2024-03-17,58,57.4,Mobile,HD,2025-09-17 01:06:31.876156,58,0.574
S072447,U1615,M190,2024-03-28,100,85.5,Mobile,HD,2025-09-17 01:06:31.876156,100,0.855
S207276,U4652,S082,2024-02-08,36,80.3,Desktop,SD,2025-09-17 01:06:31.876156,36,0.8029999999999999
S149615,U3356,S026,2024-07-08,40,68.1,Desktop,HD,2025-09-17 01:06:31.876156,40,0.6809999999999999
S055408,U1246,S085,2024-01-28,26,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,26,1.0
S077524,U1731,M133,2024-05-06,68,55.6,Tablet,4K,2025-09-17 01:06:31.876156,68,0.556
S207806,U4662,S057,2024-06-29,23,100.0,Desktop,SD,2025-09-17 01:06:31.876156,23,1.0
S140583,U3156,S096,2024-01-27,19,32.1,Smart Tv,4K,2025-09-17 01:06:31.876156,19,0.321
S182917,U4113,M097,2024-07-27,131,100.0,Mobile,SD,2025-09-17 01:06:31.876156,131,1.0
S172177,U3864,M022,2024-08-24,147,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,147,1.0
S123513,U2763,S072,2024-07-15,20,96.8,Desktop,SD,2025-09-17 01:06:31.876156,20,0.968
S181999,U4091,M070,2024-06-17,152,89.2,Mobile,HD,2025-09-17 01:06:31.876156,152,0.892
S102784,U2300,M121,2024-04-04,58,38.1,Smart Tv,4K,2025-09-17 01:06:31.876156,58,0.381
S133385,U2979,M013,2024-08-05,18,10.5,Mobile,HD,2025-09-17 01:06:31.876156,18,0.105
S012492,U0289,M142,2024-05-06,99,58.3,Mobile,HD,2025-09-17 01:06:31.876156,99,0.583
S138824,U3109,S032,2024-08-26,21,57.3,Mobile,4K,2025-09-17 01:06:31.876156,21,0.573
S029122,U0656,M052,2024-06-07,115,96.3,Tablet,HD,2025-09-17 01:06:31.876156,115,0.963
S000550,U0016,S023,2024-04-20,32,78.7,Desktop,HD,2025-09-17 01:06:31.876156,32,0.787
S150095,U3364,M093,2024-07-18,74,86.2,Gaming Console,4K,2025-09-17 01:06:31.876156,74,0.862
S177221,U3975,M190,2024-06-21,98,83.3,Smart Tv,HD,2025-09-17 01:06:31.876156,98,0.833
S101072,U2260,M068,2024-01-08,133,78.9,Desktop,4K,2025-09-17 01:06:31.876156,133,0.789
S171686,U3851,M161,2024-05-21,74,70.8,Tablet,HD,2025-09-17 01:06:31.876156,74,0.708
S194282,U4365,S022,2024-03-14,20,54.1,Smart Tv,HD,2025-09-17 01:06:31.876156,20,0.541
S151866,U3401,M131,2024-01-10,146,82.6,Smart Tv,HD,2025-09-17 01:06:31.876156,146,0.826
S197439,U4437,M103,2024-08-10,156,100.0,Mobile,SD,2025-09-17 01:06:31.876156,156,1.0
S087147,U1943,M068,2024-03-21,159,94.6,Desktop,4K,2025-09-17 01:06:31.876156,159,0.946
S159576,U3567,M123,2024-04-03,24,20.6,Smart Tv,HD,2025-09-17 01:06:31.876156,24,0.20600000000000002
S200117,U4499,M181,2024-05-09,98,78.5,Smart Tv,4K,2025-09-17 01:06:31.876156,98,0.785
S080916,U1804,S006,2024-02-24,23,79.2,Desktop,HD,2025-09-17 01:06:31.876156,23,0.792
S116096,U2593,S082,2024-03-17,46,100.0,Mobile,4K,2025-09-17 01:06:31.876156,46,1.0
S058063,U1306,M077,2024-04-05,83,82.9,Mobile,4K,2025-09-17 01:06:31.876156,83,0.8290000000000001
S197070,U4430,M094,2024-07-10,120,69.4,Desktop,4K,2025-09-17 01:06:31.876156,120,0.6940000000000001
S055341,U1245,M063,2024-02-02,95,92.3,Desktop,HD,2025-09-17 01:06:31.876156,95,0.9229999999999999
S189872,U4269,M149,2024-06-09,83,70.5,Smart Tv,SD,2025-09-17 01:06:31.876156,83,0.705
S158036,U3534,M190,2024-08-25,118,100.0,Mobile,HD,2025-09-17 01:06:31.876156,118,1.0
S117187,U2624,S086,2024-03-11,50,89.4,Smart Tv,4K,2025-09-17 01:06:31.876156,50,0.894
S011881,U0275,S074,2024-03-30,47,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,47,1.0
S053548,U1205,M171,2024-01-05,79,54.1,Mobile,HD,2025-09-17 01:06:31.876156,79,0.541
S069319,U1540,S054,2024-03-09,53,97.0,Smart Tv,SD,2025-09-17 01:06:31.876156,53,0.97
S007320,U0166,M052,2024-01-16,118,98.4,Mobile,4K,2025-09-17 01:06:31.876156,118,0.9840000000000001
S056680,U1272,M066,2024-06-17,112,84.2,Mobile,4K,2025-09-17 01:06:31.876156,112,0.8420000000000001
S110013,U2459,M044,2024-01-28,134,100.0,Tablet,SD,2025-09-17 01:06:31.876156,134,1.0
